brand,model,announced,display_resolution,OS,internal_memory,RAM,battery,approx_price_EUR
Karbonn,Titanium Wind W4,2014  September,4.0 inches (~56.6% screen-to-body ratio),Windows Phone,4,0.5,Li-Ion 1950 mAh battery,
Celkon,Q450,2015  April,4.5 inches (~63.1% screen-to-body ratio),Android,4,0.5,Li-Ion 1800 mAh battery,
verykool,s5012 Orbit,2014  October,5.0 inches (~63.0% screen-to-body ratio),Android,4,0.5,Li-Ion 1800 mAh battery,110
Posh,Revel S500,2014  June,5.0 inches (~64.2% screen-to-body ratio),Android,4,0.5,Li-Ion 1800 mAh battery,
Spice,Stellar 507 (Mi-507),2014  August,5.0 inches (~65.3% screen-to-body ratio),Android,4,0.5,Li-Ion 1800 mAh battery,
Karbonn,A27 Retina,2013  March,4.3 inches (~57.8% screen-to-body ratio),Android,4,0.5,Li-Ion 1800 mAh battery,160
QMobile,Noir A500,2013  July,4.5 inches (~61.2% screen-to-body ratio),Android,4,0.5,Li-Ion 1800 mAh battery,130
Oppo,U701 Ulike,2012  June,4.0 inches (~57.9% screen-to-body ratio),Android,4,0.5,Li-Ion 1710 mAh battery,80
verykool,s4513 Luna II,2017  March,4.5 inches (~58.3% screen-to-body ratio),Android,4,0.5,Li-Ion 1700 mAh battery,
verykool,s4510 Luna,2014  September,4.5 inches (~62.8% screen-to-body ratio),Android,4,0.5,Li-Ion 1650 mAh battery,90
Unnecto,Quattro X,2015  January,4.0 inches (~57.9% screen-to-body ratio),Android,4,0.5,Li-Ion 1600 mAh battery,
QMobile,Noir A8i,2014  July,4.0 inches (~56.1% screen-to-body ratio),Android,4,0.5,Li-Ion 1600 mAh battery,90
Celkon,Q405,2015  May,4.0 inches (~57.2% screen-to-body ratio),Android,4,0.5,Li-Ion 1500 mAh battery,
QMobile,Noir X60,2015  January,4.0 inches (~57.6% screen-to-body ratio),Android,4,0.5,Li-Ion 1500 mAh battery,90
QMobile,Noir X80,2015  January,4.0 inches (~57.5% screen-to-body ratio),Android,4,0.5,Li-Ion 1500 mAh battery,80
Celkon,Win 400,2014  November,4.0 inches (~55.9% screen-to-body ratio),Windows Phone,4,0.5,Li-Ion 1500 mAh battery,
QMobile,Noir A120,2014  May,4.0 inches (~56.1% screen-to-body ratio),Android,4,0.5,Li-Ion 1500 mAh battery,80
QMobile,Noir A75,2014  May,4.5 inches (~61.7% screen-to-body ratio),Android,4,0.5,Li-Ion 1500 mAh battery,80
Unnecto,Quattro Z,2014  June,4.0 inches (~55.8% screen-to-body ratio),Android,4,0.5,Li-Ion 1500 mAh battery,
Celkon,A40,2014  January,4.0 inches (~56.4% screen-to-body ratio),Android,4,0.5,Li-Ion 1500 mAh battery,
Celkon,AR40,2013  December,4.0 inches (~56.4% screen-to-body ratio),Android,4,0.5,Li-Ion 1500 mAh battery,
Karbonn,A11,2012,4.0 inches,Android,4,0.5,Li-Ion 1500 mAh battery,100
QMobile,T200 Bolt,2015  June,4.0 inches (~56.9% screen-to-body ratio),Android,4,0.5,Li-Ion 1450 mAh battery,60
QMobile,Noir X35,2014  December,4.0 inches (~57.5% screen-to-body ratio),Android,4,0.5,Li-Ion 1450 mAh battery,60
verykool,s4008 Leo V,2016  November,4.0 inches (~55.6% screen-to-body ratio),Android,4,0.5,Li-Ion 1400 mAh battery,
Yezz,Andy 4E4,2016  November,4.0 inches (~55.6% screen-to-body ratio),Android,4,0.5,Li-Ion 1400 mAh battery,
Micromax,Bolt Supreme 2 Q301,2016  May,4.0 inches,Android,4,0.5,Li-Ion 1400 mAh battery,
verykool,s4010 Gazelle,2015  January,4.0 inches (~55.0% screen-to-body ratio),Android,4,0.5,Li-Ion 1400 mAh battery,80
Celkon,A403,2015  August,4.0 inches (~56.1% screen-to-body ratio),Android,4,0.5,Li-Ion 1400 mAh battery,
Celkon,Campus Colt A401,2014  October,4.0 inches (~57.0% screen-to-body ratio),Android,4,0.5,Li-Ion 1400 mAh battery,
Karbonn,Titanium S99,2014  June,4.0 inches (~51.9% screen-to-body ratio),Android,4,0.5,Li-Ion 1400 mAh battery,
Celkon,A42,2014  July,4.0 inches (~57.6% screen-to-body ratio),Android,4,0.5,Li-Ion 1400 mAh battery,80
Karbonn,Smart A12 Star,2014  July,4.0 inches (~57.1% screen-to-body ratio),Android,4,0.5,Li-Ion 1400 mAh battery,50
Spice,Stellar 440 (Mi-440),2014  December,4.0 inches (~55.9% screen-to-body ratio),Android,4,0.5,Li-Ion 1400 mAh battery,
Spice,Stellar 439 (Mi-439),2014  August,4.0 inches (~57.8% screen-to-body ratio),Android,4,0.5,Li-Ion 1400 mAh battery,
Karbonn,A12+,2013  October,4.0 inches,Android,4,0.5,Li-Ion 1400 mAh battery,60
Micromax,Brahat 2 Q402,2017  April,4.0 inches,Android,4,0.5,Li-Ion 1300 mAh battery,50
verykool,s4007 Leo IV,2016  July,4.0 inches (~55.6% screen-to-body ratio),Android,4,0.5,Li-Ion 1300 mAh battery,
Wiko,Goa,2014  May,3.5 inches (~49.0% screen-to-body ratio),Android,4,0.5,Li-Ion 1300 mAh battery,50
Micromax,Bolt Supreme Q300,2016  May,3.5 inches,Android,4,0.5,Li-Ion 1200 mAh battery,
QMobile,T50 Bolt,2015  June,4.0 inches (~56.9% screen-to-body ratio),Android,4,0.5,Li-Ion 1200 mAh battery,50
Oppo,R601,2012  November,3.0 inches (~42.8% screen-to-body ratio),Android,4,0.5,Li-Ion 1100 mAh battery,320
Samsung,Galaxy Ace Duos S6802,2012  May,3.5 inches (~52.6% screen-to-body ratio),Android,3,0.5,Removable Li-Ion 1300 mAh battery,120
Samsung,Galaxy Ace Plus S7500,2012  January,3.65 inches (~55.4% screen-to-body ratio),Android,3,0.5,Removable Li-Ion 1300 mAh battery,120
Sony,Xperia tipo dual,2012  June,3.2 inches (~51.9% screen-to-body ratio),Android,2.9,0.5,Removable Li-Ion 1500 mAh battery,90
Sony,Xperia tipo,2012  June,3.2 inches (~51.9% screen-to-body ratio),Android,2.9,0.5,Removable Li-Ion 1500 mAh battery,80
Motorola,DEFY+,2011  August,3.7 inches (~59.8% screen-to-body ratio),Android,2,0.5,Removable Li-Po 1700 mAh battery,170
Motorola,DEFY,2010  September. Released 2010  October,3.7 inches (~59.8% screen-to-body ratio),Android,2,0.5,Removable Li-Po 1540 mAh battery,110
Nokia,603,2011  October,3.5 inches (~52.1% screen-to-body ratio),Symbian,2,0.5,Removable Li-Ion battery (BP-3L),100
Motorola,BRAVO MB520,2010  October. Released 2010  November,3.7 inches (~54.7% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1540 mAh battery,150
Kyocera,Hydro C5170,2012  May,3.5 inches (~51.2% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1500 mAh battery,
Kyocera,Rise C5155,2012  May,3.5 inches (~53.4% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1500 mAh battery,
alcatel,OT-995,2012  February,4.3 inches (~60.5% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1500 mAh battery,220
LG,DoublePlay,2011  October,3.5 inches (~46.8% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1500 mAh battery,70
T-Mobile,myTouch Q,2011  October,3.5 inches (~47.1% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1500 mAh battery,190
T-Mobile,myTouch,2011  October,3.8 inches (~52.6% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1500 mAh battery,190
Samsung,I110 Illusion,2011  November,3.5 inches (~53.2% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1500 mAh battery,70
LG,Optimus Black (White version),2011  July,4.0 inches (~58.3% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1500 mAh battery,140
HTC,EVO Shift 4G,2011  January,3.6 inches (~52.5% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1500 mAh battery,120
LG,Optimus Black P970,2011  January,4.0 inches (~58.3% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1500 mAh battery,110
LG,Optimus Sol E730,2011  August,3.8 inches (~53.7% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1500 mAh battery,110
Samsung,Galaxy W I8150,2011  August,3.7 inches (~56.4% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1500 mAh battery,160
Samsung,Mesmerize i500,2010  October. Released 2010  October,4.0 inches (~56.9% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1500 mAh battery,100
Motorola,MOTO ME525,2010  December,3.7 inches (~59.8% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1500 mAh battery,150
Micromax,A89 Ninja,2013  February,3.97 inches,Android,2,0.5,Removable Li-Ion 1450 mAh battery,90
Motorola,DROID PRO XT610,2010  October. Released 2010  November,3.1 inches (~40.1% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1420 mAh battery,110
Motorola,Triumph,2011  June. Released 2011  July,4.1 inches (~61.8% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1400 mAh battery,210
HTC,Merge,2011  February,3.8 inches (~55.0% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1400 mAh battery,160
Acer,Stream,2010  May. Released 2010  August,3.7 inches (~51.8% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1400 mAh battery,130
Huawei,U9000 IDEOS X6,2010  December,4.1 inches (~59.4% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1400 mAh battery,90
Sharp,Aquos SH80F,2011  September,4.2 inches (~59.8% screen-to-body ratio),Android,2,0.5,Removable Li-Ion 1240 mAh battery,470
Sharp,Aquos SH8298U,2011  September,4.2 inches,Android,2,0.5,Removable Li-Ion 1240 mAh battery,
Karbonn,Smart Tab 9,2012,9.0 inches,Android,2,0.5,Non-removable Li-Ion 4000 mAh battery,90
Huawei,U8850 Vision,2011  August,3.7 inches (~55.1% screen-to-body ratio),Android,2,0.5,Non-removable Li-Ion 1400 mAh battery,80
HTC,Desire Z,2010  September. Released 2010  November,3.7 inches (~54.2% screen-to-body ratio),Android,1.5,0.5,Removable Li-Ion 1300 mAh battery,100
Motorola,DROID X ME811,2011  January,4.3 inches (~61.0% screen-to-body ratio),Android,1,0.5,Removable Li-Po 1540 mAh battery,150
Sony,Xperia neo L,2012  March,4.0 inches (~59.6% screen-to-body ratio),Android,1,0.5,Removable Li-Po 1500 mAh battery,150
Sony Ericsson,Xperia pro,2011  February. Released  2011  October,3.7 inches (~55.2% screen-to-body ratio),Android,1,0.5,Removable Li-Po 1500 mAh battery,190
Sony Ericsson,Xperia Arc S,2011  August. Released 2011  September,4.2 inches (~61.7% screen-to-body ratio),Android,1,0.5,Removable Li-Po 1500 mAh battery,210
Sony Ericsson,Xperia neo V,2011  August. Released 2011  October,3.7 inches (~57.1% screen-to-body ratio),Android,1,0.5,Removable Li-Po 1500 mAh battery,150
Motorola,XT800 ZHISHANG,2009  December. Released 2010  March,3.7 inches (~50.9% screen-to-body ratio),Android,1,0.5,Removable Li-Po 1390 mAh battery,230
BlackBerry,Curve Touch,Not officially announced yet,3.25 inches,BlackBerry,1,0.5,Removable Li-Ion battery,
BlackBerry,Curve Touch CDMA,Not officially announced yet,3.25 inches,BlackBerry,1,0.5,Removable Li-Ion battery,
Plum,Might,2012  May,5.3 inches (~66.0% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 2500 mAh battery,
Motorola,ATRIX TV XT682,2012  May,4.0 inches (~60.8% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1700 mAh battery,230
Motorola,DEFY XT535,2012  March,3.7 inches (~56.1% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1650 mAh battery,130
Motorola,DEFY XT XT556,2012  July,3.7 inches (~56.1% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1650 mAh battery,160
Samsung,Galaxy S 4G T959,2011  January,4.0 inches (~57.7% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1650 mAh battery,120
BLU,Elite 3.8,2012  July. Released 2012  August,3.8 inches (~57.1% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1600 mAh battery,130
ZTE,Groove X501,2012  November,3.2 inches (~41.1% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1500 mAh battery,100
Gigabyte,GSmart G1355,2012  February,4.3 inches (~58.1% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1500 mAh battery,190
Samsung,Exhibit II 4G T679,2011  October,3.7 inches (~56.5% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1500 mAh battery,100
T-Mobile,Sidekick 4G,2011  March,3.5 inches (~45.0% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1500 mAh battery,310
Samsung,Exhibit 4G,2011  June. Released 2011  June,3.5 inches (~50.5% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1500 mAh battery,200
Sony Ericsson,Xperia ray,2011  June. Released 2011  August,3.3 inches (~51.0% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1500 mAh battery,170
Samsung,Conquer 4G,2011  June,3.5 inches (~51.9% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1500 mAh battery,90
Pantech,Breakout,2011  July,4.0 inches (~56.0% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1500 mAh battery,
HTC,Evo 4G,2010  March. Released 2010  June,4.3 inches (~65.4% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1500 mAh battery,90
Gigabyte,GSmart G1342 Houston,2011,3.5 inches (~48.2% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1500 mAh battery,
Casio,G'zOne Commando,2011  April,3.6 inches (~43.7% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1460 mAh battery,300
Motorola,Cliq 2,2011  January,3.7 inches (~54.6% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1420 mAh battery,200
alcatel,OT-988 Shockwave,2012  October,3.5 inches (~46.1% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1400 mAh battery,380
Motorola,Motoluxe,2012  January,4.0 inches (~61.9% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1400 mAh battery,180
Dell,Venue,2010  December. Released 2010  December,4.1 inches (~61.8% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1400 mAh battery,390
Motorola,Motoluxe MT680,2012  June,4.0 inches (~61.7% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1390 mAh battery,100
Motorola,MOTO XT615,2011  November,4.0 inches (~61.9% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1390 mAh battery,120
Kyocera,Echo,2011  March,3.5 inches (~53.7% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1370 mAh battery,350
Acer,Liquid Glow E330,2012  February,3.7 inches (~56.9% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1300 mAh battery,120
Vodafone,V860 Smart II,2012  June,3.2 inches (~48.2% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1200 mAh battery,70
Sony Ericsson,Xperia active,2011  June. Released 2011  October,3.0 inches (~53.0% screen-to-body ratio),Android,1,0.5,Removable Li-Ion 1200 mAh battery,170
BlackBerry,Curve 9370,2011  August,2.44 inches (~28.2% screen-to-body ratio),BlackBerry,1,0.5,Removable Li-Ion 1000 mAh battery,90
Karbonn,Smart Tab 7,2012,8.0 inches,Android,1,0.5,Non-removable Li-Ion 3700 mAh battery,80
Karbonn,Smart Tab2,2012,7.0 inches,Android,1,0.5,Non-removable Li-Ion 3700 mAh battery,70
Motorola,MOTO MT716,2010  October. Released 2010  Q4,3.7 inches (~57.3% screen-to-body ratio),Android,0.5,0.5,Removable Li-Po 1380 mAh battery,180
BlackBerry,Curve 9380,2011  November,3.2 inches (~48.5% screen-to-body ratio),BlackBerry,0.5,0.5,Removable Li-Ion battery (JM-1),120
Motorola,Motoluxe XT389,2012  Q2,3.5 inches (~49.5% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion battery,110
Motorola,ATRIX TV XT687,2012  May,4.0 inches (~60.8% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion battery,210
Motorola,XT390,2012  April,3.5 inches (~49.5% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion battery,210
Acer,Liquid Express E320,2011  September,3.5 inches (~48.3% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion battery,90
BLU,Studio 5.3,2011  December,5.3 inches (~65.8% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 2500 mAh battery,170
Icemobile,Prime,2012,5.2 inches,Android,0.5,0.5,Removable Li-Ion 2200 mAh battery,
Allview,P3 AllDro,2012  January,4.1 inches (~60.2% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1900 mAh battery,100
ZTE,Avail,2011  October,3.5 inches (~50.7% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1800 mAh battery,330
Motorola,Defy Mini XT321,2012  Q2,3.2 inches (~47.8% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1650 mAh battery,160
NIU,Niutek 3G 4.0 N309,2012  June,4.0 inches (~56.7% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1650 mAh battery,150
Yezz,Andy 3G 4.0 YZ1120,2012  June,4.0 inches (~56.7% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1650 mAh battery,
Motorola,Defy Mini XT320,2012  January,3.2 inches (~47.8% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1650 mAh battery,160
Motorola,Motosmart Flip XT611,2012  March,3.2 inches (~47.4% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1540 mAh battery,150
Motorola,FIRE XT,2011  August,3.5 inches (~51.6% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1540 mAh battery,100
HTC,Salsa,2011  February,3.4 inches (~53.6% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1520 mAh battery,130
Lava,3G 412,2014  June,4.0 inches (~57.9% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1500 mAh battery,
Lenovo,A690,2013  January,4.0 inches (~56.5% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1500 mAh battery,90
T-Mobile,Concord,2012  August,3.5 inches (~50.3% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1500 mAh battery,80
LG,Optimus Hub E510,2011  September,3.5 inches (~52.9% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1500 mAh battery,80
Gigabyte,GSmart G1345,2011  Q2,3.5 inches (~48.6% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1500 mAh battery,
LG,Optimus Slider,2011  October,3.2 inches (~44.9% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1500 mAh battery,90
LG,Optimus Net,2011  July,3.2 inches (~45.5% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1500 mAh battery,80
Motorola,XT532,2011  December,3.5 inches (~51.6% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1500 mAh battery,70
Samsung,M920 Transform,2010  October. Released 2010  October,3.5 inches (~51.1% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1500 mAh battery,120
Acer,Liquid mt,2010  October. Released 2010  November,3.6 inches (~50.9% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1500 mAh battery,70
Samsung,Epic 4G,2010  June. Released 2010  September,4.0 inches (~56.5% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1500 mAh battery,200
Kyocera,Milano C5121,2011  September,3.0 inches (~43.5% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1490 mAh battery,
Kyocera,Milano C5120,2011  September,3.0 inches (~43.5% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1490 mAh battery,
BlackBerry,Curve 9220,2012  April,2.44 inches (~28.2% screen-to-body ratio),BlackBerry,0.5,0.5,Removable Li-Ion 1450 mAh battery (J-S1),80
Lava,Iris 402e,2014  June,4.0 inches (~55.6% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1450 mAh battery,
BlackBerry,9720,2013  August,2.8 inches (~32.3% screen-to-body ratio),BlackBerry,0.5,0.5,Removable Li-Ion 1450 mAh battery,130
BlackBerry,Curve 9320,2012  May,2.44 inches (~28.2% screen-to-body ratio),BlackBerry,0.5,0.5,Removable Li-Ion 1450 mAh battery,110
Huawei,Summit,2012  October,3.5 inches (~52.6% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1400 mAh battery,100
HTC,Google Nexus One,2010  January. Released 2010  January,3.7 inches (~54.8% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1400 mAh battery,120
Motorola,XT806,2010  September. Released 2010  Q4,3.2 inches (~45.0% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1380 mAh battery,
Acer,Liquid E,2010  February. Released 2010  August,3.5 inches (~48.5% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1350 mAh battery,90
Dell,Flash,Not officially announced yet. Released Exp. release 2009  Q4,3.5 inches (~51.4% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1300 mAh battery,
Maxwest,Orbit 330G,2014  April,3.5 inches (~48.8% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1300 mAh battery,
Parla,Sonic 3.5,2013  September,3.5 inches (~50.6% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1300 mAh battery,
alcatel,OT-983,2012  November,3.5 inches (~52.2% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1300 mAh battery,50
Acer,Liquid mini E310,2011  January,3.2 inches (~48.0% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1300 mAh battery,120
T-Mobile,myTouch 3G Slide,2010  April. Released 2010  June,3.4 inches (~52.1% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1300 mAh battery,330
Orange,San Francisco,2011  Q2,3.5 inches (~53.2% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1250 mAh battery,
ZTE,FTV Phone,2011  November,3.5 inches (~53.2% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1250 mAh battery,
HTC,Status,2011  June,2.6 inches (~27.2% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1250 mAh battery,70
HTC,ChaCha,2011  February,2.6 inches (~27.2% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1250 mAh battery,70
ZTE,Blade,2010  October. Released 2010  November,3.5 inches (~53.2% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1250 mAh battery,170
HTC,Explorer,2011  September,3.2 inches (~51.9% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1230 mAh battery,70
HTC,Wildfire S,2011  February,3.2 inches (~50.7% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1230 mAh battery,100
Lava,Iris 350m,2014  June,3.5 inches (~49.9% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1200 mAh battery,
Icemobile,Apollo Touch 3G,2014  February,3.5 inches (~51.2% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1200 mAh battery,
Icemobile,Apollo 3G,2014  February,2.6 inches (~28.2% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1200 mAh battery,
Plum,Velocity II,2013  September,2.6 inches (~28.2% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1200 mAh battery,
ZTE,Blade II V880+,2012  February,3.5 inches (~52.3% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1200 mAh battery,230
Huawei,T8300,2011,3.2 inches (~49.1% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1200 mAh battery,110
Motorola,FLIPSIDE MB508,2010  October. Released 2010  November,3.1 inches (~45.4% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1170 mAh battery,170
verykool,s351,2014  June,3.5 inches,Android,0.5,0.5,Removable Li-Ion 1150 mAh battery,
BlackBerry,Curve 3G 9330,2010  September. Released 2010  September,2.46 inches (~28.7% screen-to-body ratio),BlackBerry,0.5,0.5,Removable Li-Ion 1150 mAh battery,50
Motorola,MT810lx,2010  November. Released 2010  November,3.2 inches (~46.8% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1140 mAh battery,
Motorola,FlipOut,2010  June. Released 2010  June,2.8 inches (~54.1% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1130 mAh battery,90
Motorola,CHARM,2010  July. Released 2010  August,2.8 inches (~36.7% screen-to-body ratio),Android,0.5,0.5,Removable Li-Ion 1130 mAh battery,150
BlackBerry,Curve 9360,2011  August,2.44 inches (~28.2% screen-to-body ratio),BlackBerry,0.5,0.5,Removable Li-Ion 1000 mAh battery,90
BlackBerry,Curve 9350,2011  August,2.44 inches (~28.2% screen-to-body ratio),BlackBerry,0.5,0.5,Removable Li-Ion 1000 mAh battery,50
BLU,Touch Book 7.0,2011  August,7.0 inches (~59.0% screen-to-body ratio),Android,0.5,0.5,Non-removable Li-Ion 4250 mAh battery,120
BLU,Touch Book 7.0 Plus,2012  September,7.0 inches (~59.0% screen-to-body ratio),Android,0.5,0.5,Non-removable Li-Ion 3500 mAh battery,70
ZTE,Light Tab V9C,2011  November,7.0 inches (~56.6% screen-to-body ratio),Android,0.5,0.5,Non-removable Li-Ion 3400 mAh battery,
ZTE,V9,2010  October,7.0 inches (~66.0% screen-to-body ratio),Android,0.5,0.5,Non-removable Li-Ion 3400 mAh battery,170
Celkon,A107,2013  March,5.0 inches (~62.4% screen-to-body ratio),Android,0.5,0.5,Li-Ion 2100 mAh battery,
Celkon,A105,2013  August,5.0 inches,Android,0.5,0.5,Li-Ion 2100 mAh battery,
QMobile,Noir A115 ATV,2014  August,3.97 inches| 3.97 (~55.6% screen-to-body ratio),Android,0.5,0.5,Li-Ion 1700 mAh battery,60
Celkon,A69,2013  March,4.0 inches,Android,0.5,0.5,Li-Ion 1500 mAh battery,
Celkon,A87,2013  January,4.0 inches,Android,0.5,0.5,Li-Ion 1450 mAh battery,70
Celkon,A86,2013  March,3.5 inches,Android,0.5,0.5,Li-Ion 1400 mAh battery,
Karbonn,A10,2013  July,3.9 inches,Android,0.5,0.5,Li-Ion 1400 mAh battery,70
Celkon,A67,2013  March,3.2 inches,Android,0.5,0.5,Li-Ion 1350 mAh battery,
QMobile,Noir A110,2014  May,3.5 inches (~49.9% screen-to-body ratio),Android,0.5,0.5,Li-Ion 1300 mAh battery,60
Sony Ericsson,Xperia Arc,2011  January. Released 2011  March,4.2 inches (~61.7% screen-to-body ratio),Android,0.3125,0.5,Removable Li-Po 1500 mAh battery,180
Sony Ericsson,Xperia Neo,2011  February. Released 2011  March,3.7 inches (~57.1% screen-to-body ratio),Android,0.3125,0.5,Removable Li-Ion 1500 mAh battery,110
Sony Ericsson,Xperia mini,2011  May. Released 2011  August,3.0 inches (~58.6% screen-to-body ratio),Android,0.3125,0.5,Removable Li-Ion 1200 mAh battery,120
Sony Ericsson,Live with Walkman,2011  August. Released 2011  October,3.2 inches (~50.9% screen-to-body ratio),Android,0.3125,0.5,Removable Li-Ion 1200 mAh battery,120
BlackBerry,Bold 9780,2010  October. Released 2010  November,2.44 inches (~28.2% screen-to-body ratio),BlackBerry,0.25,0.5,Removable Li-Po 1500 mAh battery,90
Micromax,A57 Ninja 3.0,2012  September,3.5 inches (~50.7% screen-to-body ratio),Android,0.25,0.5,Removable Li-Ion 1400 mAh battery,70
Maxwest,Astro JR,2014  September,3.5 inches (~48.8% screen-to-body ratio),Android,0.25,0.5,Removable Li-Ion 1300 mAh battery,
Plum,Flix,2012  May,3.2 inches (~49.5% screen-to-body ratio),Android,0.25,0.5,Removable Li-Ion 1200 mAh battery,
NIU,Niutek 3G 3.5 N209,2012  June,3.5 inches (~49.5% screen-to-body ratio),Android,0.25,0.5,Removable Li-Ion 1200 mAh battery,100
