brand,model,OS,internal_memory,RAM,battery_mah,Screen,year,Price
XOLO,Hive 8X-1000,Android,16,2,1920,5,2014,170
Coolpad,Torino S,Android,16,2,1800,4.7,2016,180
BenQ,B502,Android,16,2,1800,5,2014,
ZTE,Grand S,Android,16,2,1780,5,2013,430
Asus,Zenpad 10 Z300M,Android,16,2,,10.1,2016,
HTC,One (M8i),Android,16,2,,5,2014,
LG,G Pad III 8.0 FHD,Android,16,2,4800,8,2016,350
Meizu,M3 Note,Android,16,2,4100,5.5,2016,180
Motorola,Droid Maxx 2,Android,16,2,3630,5.5,2015,330
Motorola,Moto X Play Dual SIM,Android,16,2,3630,5.5,2015,250
Motorola,Moto X Play,Android,16,2,3630,5.5,2015,240
Meizu,M1 Note,Android,16,2,3140,5.5,2014,130
Meizu,M5,Android,16,2,3070,5.2,2016,120
Meizu,M3s,Android,16,2,3020,5,2016,120
Meizu,M5c,Android,16,2,3000,5,2017,140
Huawei,Honor 5c,Android,16,2,3000,5.2,2016,170
Huawei,G8,Android,16,2,3000,5.5,2015,330
Meizu,M3,Android,16,2,2870,5,2016,130
Meizu,M2,Android,16,2,2500,5,2015,130
Micromax,Canvas Evok Power Q4260,Android,16,2,4000,5,2017,100
BLU,Life Max,Android,16,2,3700,5.5,2016,
verykool,Sl5200 Eclipse,Android,16,2,2900,5.2,2016,
BQ,Aquaris E5s,Android,16,2,2850,5,2015,210
Wiko,Pulp Fab,Android,16,2,2820,5.5,2015,
Wiko,U Feel Lite,Android,16,2,2500,5,2016,
Wiko,Pulp,Android,16,2,2500,5,2015,
Wiko,Highway Star 4G,Android,16,2,2450,5,2015,
Karbonn,Titanium Hexa,Android,16,2,2050,5.5,2014,200
Lenovo,ideapad,Windows Phone,16,2,,8,2014,130
Philips,V787,Android,16,2,5000,5,2015,
Panasonic,P85,Android,16,2,4000,5,2017,90
ZTE,Max XL,Android,16,2,3990,6,2017,120
Micromax,Canvas Unite 4 Pro,Android,16,2,3900,5,2016,
Panasonic,P66,Android,16,2,3200,5,2016,110
Huawei,Honor 6A,Android,16,2,3020,5,2017,150
Huawei,Y6 (2017),Android,16,2,3000,5,2017,150
Huawei,Y5 (2017),Android,16,2,3000,5,2017,160
Philips,I928,Android,16,2,3000,6,2015,
Philips,S616,Android,16,2,3000,5.5,2015,
Philips,I908,Android,16,2,3000,5,2015,
alcatel,A5 LED,Android,16,2,2800,5.2,2017,200
Panasonic,Eluga Tapp,Android,16,2,2800,5,2016,150
Panasonic,Eluga I3,Android,16,2,2700,5.5,2016,150
Panasonic,P88,Android,16,2,2600,5.3,2016,160
Micromax,Unite 4 plus,Android,16,2,2500,5,2016,
QMobile,Noir X950,Android,16,2,2500,5,2015,200
Celkon,Q500 Millennium Ultra,Android,16,2,2500,5,2014,120
ZTE,Blade A520,Android,16,2,2400,5,2017,
Gionee,P7,Android,16,2,2300,5,2016,140
Huawei,Honor 5A,Android,16,2,2200,5,2016,120
QMobile,Noir X900,Android,16,2,2100,5,2015,160
Micromax,Canvas 5 Lite Q462,Android,16,2,2000,5,2016,
QMobile,Noir X800,Android,16,2,2000,4.7,2014,110
QMobile,Noir i12,Android,16,2,2000,5,2014,160
Panasonic,Eluga Arc,Android,16,2,1800,4.7,2016,
QMobile,Noir X600,Android,16,2,1800,5,2015,150
Celkon,2GB Xpress,Android,16,2,1500,4.5,2015,
Lenovo,ZUK Z1 mini,Android,16,2,,4.7,2016,
Huawei,Honor 7,Android,16,3,3100,5.2,2015,300
Xiaomi,Mi Note,Android,16,3,3000,5.7,2015,190
OnePlus,One,Android,16,3,3100,5.5,2014,250
Huawei,P8,Android,16,3,2680,5.2,2015,270
Allview,V2 Viper X+,Android,16,3,3150,5.5,2015,300
Lava,V5,Android,16,3,3000,5.5,2016,150
Asus,Zenfone 2 Laser ZE551KL,Android,16,3,3000,5.5,2015,180
Lava,X10,Android,16,3,2900,5,2015,150
QMobile,Noir LT750,Android,16,3,2400,5,2016,
Allview,X3 Soul Lite,Android,16,3,2400,5,2016,
QMobile,Noir LT700 Pro,Android,16,3,2400,5,2016,
Allview,P9 Energy mini,Android,16,3,4000,5,2016,
Samsung,Galaxy On8,Android,16,3,3300,5.5,2016,300
LG,Stylus 3,Android,16,3,3200,5.7,2016,200
Gionee,Elife S Plus,Android,16,3,3150,5.5,2015,
Samsung,Galaxy Note 4 Duos,Android,16,3,3000,5.7,2014,500
Samsung,Galaxy J,Android,16,3,2600,5,2013,450
Panasonic,P55 Novo,Android,16,3,2500,5.5,2016,100
Micromax,Canvas Mega 4G Q417,Android,16,3,2500,5.5,2015,150
Micromax,Canvas Pulse 4G E451,Android,16,3,2100,5,2015,130
HTC,One M8 Prime,Android,16,3,,5.5,2014,
Sony,Xperia Z2 Tablet LTE,Android,16,3,6000,10.1,2014,350
Gionee,Marathon M5 enjoy,Android,16,3,5000,5.5,2015,340
Huawei,Honor Pad 2,Android,16,3,4800,8,2016,230
Lenovo,Tab3 8 Plus,Android,16,3,4250,8,2017,170
Huawei,Enjoy 6,Android,16,3,4100,5,2016,200
Posh,Volt LTE L540,Android,16,3,4000,5,2016,
Gionee,Steel 2,Android,16,3,4000,5,2016,210
YU,Yureka Note,Android,16,3,4000,6,2016,180
Huawei,Honor 6 Plus,Android,16,3,3600,5.5,2014,320
Lenovo,Vibe K4 Note,Android,16,3,3300,5.5,2016,190
OnePlus,2,Android,16,3,3300,5.5,2015,300
XOLO,Black 3GB,Android,16,3,3200,5.5,2015,
Allview,V2 Viper Xe,Android,16,3,3150,5.5,2016,
OnePlus,X,Android,16,3,2525,5,2015,270
Oppo,F1,Android,16,3,2500,5,2016,230
Allview,X2 Soul Style + Platinum,Android,16,3,2350,5,2015,200
Oppo,R7,Android,16,3,2320,5,2015,360
Intex,Aqua Ace,Android,16,3,2300,5,2015,
Lenovo,Tab 4 10 Plus,Android,16,3,7000,10.1,2017,240
Huawei,MediaPad M3 Lite 10,Android,16,3,6660,10.1,2017,330
Motorola,Moto E4 Plus,Android,16,3,5000,5.5,2017,190
Lenovo,Tab 4 8 Plus,Android,16,3,4850,8,2017,190
Sony,Xperia Z3 Tablet Compact,Android,16,3,4500,8,2014,380
Huawei,MediaPad M2 7.0,Android,16,3,4360,7,2016,250
Sony,Xperia Z4 Ultra,Android,16,3,4000,6.44,2015,
Samsung,Galaxy J7 (2017),Android,16,3,3600,5.5,2017,340
Samsung,Galaxy J7 Prime,Android,16,3,3300,5.5,2016,280
Samsung,Galaxy A7 (2016),Android,16,3,3300,5.5,2015,380
Sony,Xperia Z2,Android,16,3,3200,5.2,2014,260
Meizu,MX5e,Android,16,3,3150,5.5,2016,190
ZTE,Grand S3,Android,16,3,3100,5.5,2015,300
Xiaomi,Mi 4 LTE,Android,16,3,3080,5,2014,230
Sony,Xperia Z4 Compact,Android,16,3,3000,4.7,2015,
Panasonic,Eluga Pulse X,Android,16,3,3000,5.5,2017,160
Huawei,P8 Lite (2017),Android,16,3,3000,5.2,2017,200
Meizu,M5s,Android,16,3,3000,5.2,2017,130
Coolpad,Note 3 Plus,Android,16,3,3000,5.5,2016,120
Coolpad,Note 3,Android,16,3,3000,5.5,2015,120
Sony,Xperia Z2a,Android,16,3,3000,5,2014,250
QMobile,Noir Z10,Android,16,3,2900,5.2,2015,
Micromax,Canvas 5 E481,Android,16,3,2900,5.2,2015,170
ZTE,nubia Z9 Max,Android,16,3,2900,5.5,2015,200
Sony,Xperia XA Ultra,Android,16,3,2700,6,2016,380
BlackBerry,DTEK50,Android,16,3,2610,5.2,2016,270
Sony,Xperia M5 Dual,Android,16,3,2600,5,2015,300
Sony,Xperia M5,Android,16,3,2600,5,2015,240
vivo,V3,Android,16,3,2550,5,2016,260
Coolpad,Note 5 Lite,Android,16,3,2500,5,2017,120
Coolpad,Conjr,Android,16,3,2500,5,2017,210
Coolpad,Torino,Android,16,3,2500,5.5,2016,200
Coolpad,Note 3 Lite,Android,16,3,2500,5,2016,110
Coolpad,Mega,Android,16,3,2500,5.5,2016,80
Meizu,M5 Note,Android,16,3,4000,5.5,2016,190
Lava,V2 3GB,Android,16,3,2500,5,2016,
Gionee,F103 Pro,Android,16,3,2400,5,2016,
Panasonic,Eluga i3 Mega,Android,16,3,4000,5.5,2017,11500
Panasonic,Eluga Ray,Android,16,3,4000,5,2017,110
Panasonic,Eluga A2,Android,16,3,4000,5,2016,150
Micromax,Canvas Evok E483,Android,16,3,3000,5.5,2016,
YU,Yureka S,Android,16,3,3000,5.2,2016,170
Lava,X81,Android,16,3,2700,5,2016,
Micromax,Canvas xp 4G Q413,Android,16,3,2000,5,2016,
Micromax,Canvas 6 Pro E484,Android,16,4,3000,5.5,2016,180
Samsung,Galaxy Player 70 Plus,Android,16,,2500,5,2012,180
Samsung,I9010 Galaxy S Giorgio Armani,Android,16,,1650,4,2010,280
Samsung,I909 Galaxy S,Android,16,,1500,4,2010,200
Samsung,M110S Galaxy S,Android,16,,1500,4,2010,220
Samsung,I997 Infuse 4G,Android,16,,1750,4.5,2011,130
Motorola,XT928,Android,16,,1735,4.5,2011,280
LG,Jil Sander Mobile,Windows Phone,16,,1500,3.8,2011,150
Samsung,Google Nexus S I9023,Android,16,,1500,4,2011,180
LG,Revolution,Android,16,,1500,4.3,2011,80
Samsung,W999,Android,16,,1500,3.5,2011,220
LG,Optimus Big LU6800,Android,16,,1500,4.3,2011,210
Samsung,M190S Galaxy S Hoppin,Android,16,,1500,4,2010,140
T-Mobile,SpringBoard,Android,16,,7000,7,2011,350
Samsung,P7100 Galaxy Tab 10.1v,Android,16,,6860,10.1,2011,290
Vodafone,Smart Tab III 10.1,Android,16,,,10.1,2013,
Vodafone,Smart Tab III 7,Android,16,,,7,2013,
Vodafone,Smart Tab 10,Android,16,,,10,2012,300
Vodafone,Smart Tab 7,Android,16,,3400,7,2012,230
Dell,Streak 7,Android,16,,2780,7,2011,210
Dell,Streak 7 Wi-Fi,Android,16,,2780,7,2011,140
Motorola,MT917,Android,16,,1735,4.5,2011,220
HTC,Titan II,Windows Phone,16,,1730,4.7,2012,200
Gionee,Elife E7 Mini,Android,16,,2200,4.7,2013,230
Apple,iPad Wi-Fi,iOS,32,0.25,6600,9.7,2010,310
Apple,iPad 2 CDMA,iOS,32,0.5,6930,9.7,2011,200
Apple,iPad 2 Wi-Fi + 3G,iOS,32,0.5,6930,9.7,2011,370
Apple,iPad 2 Wi-Fi,iOS,32,0.5,6930,9.7,2011,200
Apple,iPad mini Wi-Fi,iOS,32,0.5,4490,7.9,2012,200
Apple,iPad mini Wi-Fi + Cellular,iOS,32,0.5,4490,7.9,2012,300
Apple,iPhone 4s,iOS,32,0.5,1432,3.5,2011,190
LG,Intuition VS950,Android,32,1,2080,5,2012,190
Samsung,Galaxy Nexus LTE L700,Android,32,1,1850,4.65,2012,270
Samsung,Galaxy Nexus i515,Android,32,1,1850,4.65,2011,150
HTC,Zeta,Android,32,1,1830,4.5,2014,
Toshiba,Excite 10 AT305,Android,32,1,,10.1,2012,290
BlackBerry,4G LTE Playbook,BlackBerry,32,1,,7,2012,470
Acer,Iconia Tab A701,Android,32,1,9800,10.1,2012,380
Apple,iPad Air,iOS,32,1,8600,9.7,2013,350
Samsung,P7500 Galaxy Tab 10.1 3G,Android,32,1,7000,10.1,2011,370
Samsung,Galaxy Tab 10.1 P7510,Android,32,1,7000,10.1,2011,310
Samsung,Galaxy Tab 3 10.1 P5220,Android,32,1,6800,10.1,2013,290
Samsung,Galaxy Tab 3 10.1 P5200,Android,32,1,6800,10.1,2013,330
Samsung,Galaxy Tab 3 10.1 P5210,Android,32,1,6800,10.1,2013,260
Apple,iPad mini 2,iOS,32,1,6470,7.9,2013,270
Lenovo,IdeaTab S6000H,Android,32,1,6350,10.1,2013,300
Samsung,Galaxy Tab 8.9 P7310,Android,32,1,6000,8.9,2011,350
Samsung,Galaxy Tab 8.9 P7300,Android,32,1,6000,8.9,2011,290
Samsung,P6800 Galaxy Tab 7.7,Android,32,1,5100,7.7,2011,280
Samsung,P6810 Galaxy Tab 7.7,Android,32,1,5100,7.7,2011,280
Lenovo,ThinkPad,Android,32,1,3250,10.1,2011,
HTC,One XL,Android,32,1,1800,4.7,2012,180
Meizu,MX 4-core,Android,32,1,1700,4,2012,310
Apple,iPhone 5s,iOS,32,1,1560,4,2013,330
Apple,iPhone 5,iOS,32,1,1440,4,2012,340
Apple,iPad 3 Wi-Fi,iOS,32,1,11560,9.7,2012,290
Motorola,XOOM MZ600,Android,32,1,,10.1,2011,310
Microsoft,Lumia 1330,Windows Phone,32,1,,5.7,2014,
Motorola,XOOM MZ604,Android,32,1,,10.1,2011,310
Motorola,XOOM MZ601,Android,32,1,,10.1,2011,310
Acer,Iconia Tab A700,Android,32,1,9800,10.1,2012,230
HTC,Jetstream,Android,32,1,7300,10.1,2011,280
Motorola,DROID XYBOARD 10.1 MZ617,Android,32,1,7000,10.1,2011,260
Asus,Google Nexus 7 Cellular,Android,32,1,4325,7,2012,230
LG,G Pad 8.0 LTE,Android,32,1,4200,8,2014,240
HTC,EVO View 4G,Android,32,1,4000,7,2011,220
HTC,One X+,Android,32,1,2100,4.7,2012,220
LG,Optimus Vu P895,Android,32,1,2100,5,2012,210
LG,Optimus Vu F100S,Android,32,1,2080,5,2012,240
Nokia,Lumia 928,Windows Phone,32,1,2000,4.5,2013,380
Nokia,Lumia 920,Windows Phone,32,1,2000,4.5,2012,210
Sony,Xperia S,Android,32,1,1750,4.3,2012,230
Sony,Xperia SL,Android,32,1,1750,4.3,2012,240
Lenovo,IdeaPad S2,Android,32,1,1350,10,2012,
Samsung,Galaxy Tab 3 8.0,Android,32,1.5,4450,8,2013,270
LG,G Pad II 8.0 LTE,Android,32,1.5,4200,8,2015,300
Lava,Pixel V1,Android,32,2,2560,5.5,2015,160
Philips,W8560,Android,32,2,3300,5,2013,
Pantech,Vega No 6,Android,32,2,3140,5.9,2013,
LG,Optimus G Pro E985,Android,32,2,3140,5.5,2013,400
LG,GX F310L,Android,32,2,3140,5.5,2013,250
Samsung,Galaxy Note II N7100,Android,32,2,3100,5.5,2012,300
LG,G3 Screen,Android,32,2,3000,5.9,2014,250
Huawei,Honor 3X Pro,Android,32,2,3000,5.5,2014,200
Gigabyte,GSmart Guru (White Edition),Android,32,2,3000,5,2014,
Huawei,Ascend D2,Android,32,2,3000,5,2013,310
Samsung,Galaxy S5 Plus,Android,32,2,2800,5.1,2014,380
Samsung,Galaxy S5 (octa-core),Android,32,2,2800,5.1,2014,380
Samsung,Galaxy S5,Android,32,2,2800,5.1,2014,360
Samsung,Galaxy S5 LTE-A G901F,Android,32,2,2800,5.1,2014,390
LG,G3 A,Android,32,2,2610,5.2,2014,360
Samsung,I9506 Galaxy S4,Android,32,2,2600,5,2013,390
Samsung,I9502 Galaxy S4,Android,32,2,2600,5,2013,460
Samsung,I9505 Galaxy S4,Android,32,2,2600,5,2013,330
Samsung,I9500 Galaxy S4,Android,32,2,2600,5,2013,320
Samsung,Galaxy S4 Active LTE-A,Android,32,2,2600,5,2013,410
Gigabyte,GSmart Guru,Android,32,2,2500,5,2013,440
Samsung,Galaxy S III CDMA,Android,32,2,2100,4.8,2012,280
Xiaomi,Mi 2S,Android,32,2,2000,4.3,2013,250
Xiaomi,Mi 2,Android,32,2,2000,4.3,2012,250
Samsung,Galaxy Alpha (S801),Android,32,2,1860,4.7,2014,450
Samsung,Galaxy Alpha,Android,32,2,1860,4.7,2014,390
HP,Slate 17,Android,32,2,,17.3,2014,370
Toshiba,Excite Write,Android,32,2,,10.1,2013,440
Toshiba,Excite Pro,Android,32,2,,10.1,2013,210
Asus,Transformer Pad TF303CL,Android,32,2,,10.1,2014,400
HP,Pro Slate 12,Android,32,2,,12.3,2015,490
HP,Pro Slate 8,Android,32,2,,7.86,2015,390
Asus,Memo Pad 8 ME581CL,Android,32,2,,8,2014,240
Huawei,MediaPad 10 FHD,Android,32,2,6600,10,2012,330
Sony,Xperia Tablet Z Wi-Fi,Android,32,2,6000,10.1,2013,300
Acer,Iconia Tab A3-A20FHD,Android,32,2,5910,10.1,2014,230
Asus,Zenfone Max ZC550KL (2016),Android,32,2,5000,5.5,2016,170
Lenovo,Vibe P1,Android,32,2,5000,5.5,2015,380
Xiaomi,Redmi Note 4,Android,32,2,4100,5.5,2017,160
Lenovo,P90,Android,32,2,4000,5.5,2015,450
Lenovo,Phab Plus,Android,32,2,3500,6.8,2015,250
LG,G Flex,Android,32,2,3500,6,2013,360
Asus,Zenfone 6 A600CG,Android,32,2,3300,6,2014,250
HTC,One Max,Android,32,2,3300,5.9,2013,370
Asus,Zenfone 6 A601CG,Android,32,2,3230,6,2014,200
Asus,Fonepad Note FHD6,Android,32,2,3200,6,2013,350
Lenovo,Vibe Z2,Android,32,2,3000,5.5,2014,430
Oppo,N3,Android,32,2,3000,5.5,2014,550
XOLO,Q1000s plus,Android,32,2,3000,5,2014,
LG,G2,Android,32,2,3000,5.2,2013,270
HTC,One M8s,Android,32,2,2840,5,2015,330
HTC,Butterfly 2,Android,32,2,2700,5,2014,250
HTC,One (M8),Android,32,2,2600,5,2014,250
Lenovo,K900,Android,32,2,2500,5.5,2013,360
Lenovo,Vibe X2 Pro,Android,32,2,2410,5.3,2015,330
Asus,PadFone Infinity Lite,Android,32,2,2400,5,2014,510
Asus,PadFone Infinity 2,Android,32,2,2400,5,2013,730
Lenovo,Vibe X2,Android,32,2,2300,5,2014,270
Micromax,A300 Canvas Gold,Android,32,2,2300,5.5,2014,300
HTC,One Dual Sim,Android,32,2,2300,4.68,2013,300
HTC,One,Android,32,2,2300,4.7,2013,270
LG,Optimus G LS970,Android,32,2,2100,4.7,2012,480
LG,Optimus G E975,Android,32,2,2100,4.7,2012,160
Lenovo,Vibe X S960,Android,32,2,2000,5,2013,420
Allview,X1 Soul,Android,32,2,2000,5,2013,360
Asus,Memo Pad 7 ME572C,Android,32,2,15,7,2014,240
Nvidia,Shield LTE,Android,32,2,,8,2014,300
Acer,Iconia Tab 10 A3-A40,Android,32,2,,10.1,2016,230
Amazon,Fire HDX 8.9 (2014),Android,32,2,,8.9,2014,310
Amazon,Kindle Fire HDX 8.9,Android,32,2,,8.9,2013,280
Lenovo,Yoga Tablet 2 Pro,Android,32,2,9600,13.3,2014,410
Lenovo,Yoga Tablet 10 HD+,Android,32,2,9000,10.1,2014,260
Apple,iPad 9.7,iOS,32,2,8827,9.7,2017,390
Samsung,Galaxy Tab Pro 10.1 LTE,Android,32,2,8220,10.1,2014,420
Samsung,Galaxy Tab Pro 10.1,Android,32,2,8220,10.1,2014,360
Lenovo,Tab3 10,Android,32,2,7000,10.1,2016,280
Dell,Venue 10 7000,Android,32,2,7000,10.5,2015,460
Samsung,Galaxy Note LTE 10.1 N8020,Android,32,2,7000,10.1,2012,390
Samsung,Galaxy Note 10.1 N8000,Android,32,2,7000,10.1,2012,320
Samsung,Galaxy Note 10.1 N8010,Android,32,2,7000,10.1,2012,350
Acer,Iconia Tab 10 A3-A30,Android,32,2,5910,10.1,2015,250
Nokia,N1,Android,32,2,5300,7.9,2014,320
Apple,iPad mini 4,iOS,32,2,5124,7.9,2015,360
Samsung,Galaxy Tab Pro 8.4 3G/LTE,Android,32,2,4800,8.4,2014,420
Samsung,Galaxy Tab Pro 8.4,Android,32,2,4800,8.4,2014,290
Acer,Iconia Tab 8 A1-840FHD,Android,32,2,4600,8,2014,200
Samsung,Galaxy Note 8.0,Android,32,2,4600,8,2013,320
Samsung,Galaxy Note 8.0 Wi-Fi,Android,32,2,4600,8,2013,280
LG,X venture,Android,32,2,4100,5.2,2017,400
Xiaomi,Redmi 3x,Android,32,2,4100,5,2016,170
Oppo,N1,Android,32,2,3610,5.9,2013,430
ZTE,Zmax Pro,Android,32,2,3400,6,2016,110
ZTE,nubia Z7 Max,Android,32,2,3100,5.5,2014,240
Samsung,Galaxy A8,Android,32,2,3050,5.7,2015,350
Samsung,Galaxy A8 Duos,Android,32,2,3050,5.7,2015,380
Motorola,Moto G5 Plus,Android,32,2,3000,5.2,2017,280
LG,U,Android,32,2,3000,5.2,2016,
Asus,Zenfone 3 Laser ZC551KL,Android,32,2,3000,5.5,2016,270
ZTE,Axon,Android,32,2,3000,5.5,2015,290
Sony,Xperia Z1s,Android,32,2,3000,5,2014,260
Panasonic,Eluga Switch,Android,32,2,2910,5.5,2015,270
Sony,Xperia Z5 Compact,Android,32,2,2700,4.6,2015,410
HTC,One (M8) CDMA,Android,32,2,2600,5,2014,250
HTC,One (M8) for Windows,Windows Phone,32,2,2600,5,2014,300
HTC,One (M8) for Windows (CDMA),Windows Phone,32,2,2600,5,2014,300
Yota,YotaPhone 2,Android,32,2,2500,5,2014,150
Oppo,Find 5,Android,32,2,2500,5,2012,540
Nokia,Lumia Icon,Windows Phone,32,2,2420,5,2014,400
Nokia,Lumia 930,Windows Phone,32,2,2420,5,2014,370
Micromax,A350 Canvas Knight,Android,32,2,2350,5,2014,240
Wiko,Highway,Android,32,2,2350,5,2014,350
Gigabyte,GSmart Guru GX,Android,32,2,2300,5,2015,
Motorola,Moto X (2nd Gen),Android,32,2,2300,5.2,2014,320
XOLO,Play 8X-1200,Android,32,2,2300,5,2014,270
ZTE,nubia Z5S,Android,32,2,2300,5,2013,290
ZTE,nubia Z5,Android,32,2,2300,5,2012,520
Motorola,Moto X,Android,32,2,2200,4.7,2013,250
BLU,Life Pure,Android,32,2,2020,5,2013,240
Nokia,Lumia 1020,Windows Phone,32,2,2000,4.5,2013,400
Intex,Aqua Xtreme,Android,32,2,2000,5,2014,
Gionee,Elife E6,Android,32,2,2000,5,2013,250
Meizu,MX2,Android,32,2,1800,4.4,2012,310
Yota,YotaPhone,Android,32,2,1800,4.3,2012,420
Asus,Memo Pad 7 ME572CL,Android,32,2,15,7,2014,240
Dell,Venue 8 7000,Android,32,2,,8.4,2014,250
Sony,Xperia C670X,Android,32,2,,4.8,2013,
LG,G Pad III 10.1 FHD,Android,32,2,6000,10.1,2016,340
Meizu,M2 Note,Android,32,2,3100,5.5,2015,200
Meizu,MX4,Android,32,2,3100,5.36,2014,340
Lava,X50 Plus,Android,32,2,2800,5.5,2016,
Lava,X41 Plus,Android,32,2,2500,5,2016,
LG,Stylo 3 Plus,Android,32,2,3080,5.7,2017,260
QMobile,Noir Z4,Android,32,2,2000,5,2013,200
Acer,Liquid Z6 Plus,Android,32,3,4080,5.5,2016,250
Acer,Liquid X2,Android,32,3,4020,5.5,2015,230
Acer,Liquid Z630S,Android,32,3,4000,5.5,2015,
Allview,V2 Viper S,Android,32,3,3000,5.5,2016,
Oppo,Find 7,Android,32,3,3000,5.5,2014,440
Samsung,Galaxy Note 4,Android,32,3,3220,5.7,2014,440
Samsung,Galaxy Note 4 (USA),Android,32,3,3220,5.7,2014,550
LG,G Pro 2,Android,32,3,3200,5.9,2014,310
Samsung,Galaxy Note 3,Android,32,3,3200,5.7,2013,420
LG,X mach,Android,32,3,3000,5.5,2016,480
LG,G4 Dual,Android,32,3,3000,5.5,2015,280
LG,G4,Android,32,3,3000,5.5,2015,300
LG,G3 Dual-LTE,Android,32,3,3000,5.5,2014,250
LG,G3 (CDMA),Android,32,3,3000,5.5,2014,300
LG,G3 LTE-A,Android,32,3,3000,5.5,2014,330
LG,G5 SE,Android,32,3,2800,5.3,2016,350
Samsung,Galaxy S5 LTE-A G906S,Android,32,3,2800,5.1,2014,550
Samsung,Galaxy Round G910S,Android,32,3,2800,5.7,2013,680
QMobile,Noir A6,Android,32,3,2500,5,2016,
Acer,Liquid Z530S,Android,32,3,2420,5,2015,
Samsung,Galaxy Note 10.1 (2014 Edition),Android,32,3,8220,10.1,2013,370
Asus,Zenpad Z10 ZT500KL,Android,32,3,7800,9.7,2016,360
Gionee,Marathon M5,Android,32,3,6020,5.5,2015,330
Posh,Volt Max LTE L640,Android,32,3,6000,6.44,2016,
Sony,Xperia Z4 Tablet LTE,Android,32,3,6000,10.1,2015,500
Sony,Xperia Z4 Tablet WiFi,Android,32,3,6000,10.1,2015,400
Sony,Xperia Z2 Tablet Wi-Fi,Android,32,3,6000,10.1,2014,380
Asus,Zenfone 3s Max ZC521TL,Android,32,3,5000,5.2,2017,230
ZTE,nubia N1,Android,32,3,5000,5.5,2016,230
Lenovo,Vibe P1 Turbo,Android,32,3,4900,5.5,2016,260
Huawei,MediaPad M3 Lite 8,Android,32,3,4800,8,2017,300
vivo,X5Max Platinum Edition,Android,32,3,4150,5.5,2015,440
ZTE,Axon Max,Android,32,3,4140,6,2015,
Xiaomi,Redmi Note 4X,Android,32,3,4100,5.5,2017,180
Xiaomi,Redmi 4 Prime,Android,32,3,4100,5,2016,160
Oppo,R7 Plus,Android,32,3,4100,6,2015,430
Micromax,Canvas Evok Note E453,Android,32,3,4000,5.5,2017,140
Allview,P9 Energy Lite,Android,32,3,4000,5.3,2016,
Huawei,Mate 8,Android,32,3,4000,6,2015,430
Gionee,Marathon M5 lite,Android,32,3,4000,5,2015,170
Lenovo,Vibe Z2 Pro,Android,32,3,4000,6,2014,430
Motorola,DROID Turbo,Android,32,3,3900,5.2,2014,290
Huawei,nova plus,Android,32,3,3340,5.5,2016,420
vivo,Xplay3S,Android,32,3,3200,6,2013,
BLU,Vivo XL2,Android,32,3,3150,5.5,2017,
BLU,Vivo 5R,Android,32,3,3150,5.5,2016,
QMobile,Noir Z12 Pro,Android,32,3,3150,5.5,2016,
Allview,X3 Soul Style,Android,32,3,3150,5.5,2016,
Allview,X3 Soul,Android,32,3,3150,5.5,2016,300
Gionee,S6s,Android,32,3,3150,5.5,2016,280
Huawei,Honor 6,Android,32,3,3100,5,2014,290
Huawei,Honor 7i,Android,32,3,3100,5.2,2015,310
Oppo,F1s,Android,32,3,3075,5.5,2016,300
Motorola,Moto M,Android,32,3,3050,5.5,2016,250
Asus,Pegasus 2 Plus,Android,32,3,3030,5.5,2015,300
Huawei,nova,Android,32,3,3020,5,2016,300
ZTE,nubia M2 Play,Android,32,3,3000,5.5,2017,
Huawei,P10 Lite,Android,32,3,3000,5.2,2017,280
Lenovo,Vibe Shot,Android,32,3,3000,5,2015,300
Wiko,Fever SE,Android,32,3,2900,5.2,2016,
HTC,One M9+ Supreme Camera,Android,32,3,2840,5.2,2015,480
HTC,One M9,Android,32,3,2840,5,2015,420
HTC,One ME,Android,32,3,2840,5.2,2015,340
HTC,One M9+,Android,32,3,2840,5.2,2015,500
HTC,Desire 728 Ultra,Android,32,3,2800,5.5,2016,220
HTC,One E9+,Android,32,3,2800,5.5,2015,320
Coolpad,Note 3s,Android,32,3,2500,5.5,2016,
Allview,X1 Xtreme,Android,32,3,2500,5.5,2014,470
BLU,Life Pure XL,Android,32,3,2500,5.5,2014,290
Lenovo,Vibe S1,Android,32,3,2420,5,2015,270
XOLO,Black 1X,Android,32,3,2400,5,2015,140
Oppo,R5s,Android,32,3,2000,5.2,2015,200
Meizu,PRO 5 mini,Android,32,3,,4.7,2014,360
Lenovo,Yoga Tab 3 Plus,Android,32,3,9300,10.1,2016,300
Samsung,Galaxy Tab S 10.5 LTE,Android,32,3,7900,10.5,2014,440
Samsung,Galaxy Tab S 10.5,Android,32,3,7900,10.5,2014,370
Asus,Zenfone Pegasus 3s,Android,32,3,5000,5.2,2017,330
Samsung,Galaxy Tab S 8.4 LTE,Android,32,3,4900,8.4,2014,370
Samsung,Galaxy Tab S 8.4,Android,32,3,4900,8.4,2014,300
Xiaomi,Mi Max,Android,32,3,4850,6.44,2016,170
Asus,Zenpad 3 8.0 Z582KL,Android,32,3,4680,7.9,2017,390
Xiaomi,Redmi 3 Pro,Android,32,3,4100,5,2016,250
Xiaomi,Redmi 3s Prime,Android,32,3,4100,5,2016,150
Lenovo,Phab2 Plus,Android,32,3,4050,6.4,2016,250
