brand,model,OS,internal_memory,RAM,battery_mah,Screen,year,Price
Acer,beTouch E110,Android,0.25,0.25,1500,2.8,2010,70
BlackBerry,Bold 9700,BlackBerry,0.25,0.25,1500,2.44,2009,90
BlackBerry,Curve 3G 9300,BlackBerry,0.25,0.25,1150,2.46,2010,80
Dell,XCD28,Android,0.25,0.25,1100,2.8,2010,180
ZTE,Racer,Android,0.25,0.25,1100,2.8,2010,180
BlackBerry,Bold 9780,BlackBerry,0.25,0.5,1500,2.44,2010,90
Micromax,A57 Ninja 3.0,Android,0.25,0.5,1400,3.5,2012,70
Maxwest,Astro JR,Android,0.25,0.5,1300,3.5,2014,
Plum,Flix,Android,0.25,0.5,1200,3.2,2012,
NIU,Niutek 3G 3.5 N209,Android,0.25,0.5,1200,3.5,2012,100
ZTE,Racer II,Android,0.25,0.5,1100,2.8,2011,200
Celkon,A20,Android,0.25,0.5,1500,4,2013,60
Celkon,A10,Android,0.25,0.5,1500,3.5,2013,50
Celkon,Campus Nova A352E,Android,0.25,0.5,1400,3.5,2014,
Karbonn,A4,Android,0.25,0.5,1400,4,2013,70
Celkon,Campus One A354C,Android,0.25,0.5,1200,3.5,2014,
ZTE,V821,Android,0.25,,,,2011,220
BlackBerry,Curve 8980,BlackBerry,0.25,,,2.4,2012,70
Nokia,C5 TD-SCDMA,Symbian,0.25,,950,2.4,2010,
Nokia,X5 TD-SCDMA,Symbian,0.25,,950,2.4,2010,
Philips,W626,Android,0.25,,1530,3.5,2011,
BlackBerry,Tour 9630,BlackBerry,0.25,,1400,2.4,2009,70
BlackBerry,Curve 8900,BlackBerry,0.25,,1400,2.4,2008,60
BlackBerry,Pearl 3G 9100,BlackBerry,0.25,,1150,2.25,2010,90
BlackBerry,Pearl 3G 9105,BlackBerry,0.25,,1150,2.25,2010,90
BlackBerry,Curve 8530,BlackBerry,0.25,,1150,2.46,2009,60
BlackBerry,Curve 8520,BlackBerry,0.25,,1150,2.46,2009,70
Dell,Mini 3iX,Android,0.25,,1000,3.5,2009,230
Motorola,QUENCH,Android,0.5,0.25,1420,3.1,2010,100
Motorola,XT701,Android,0.5,0.25,1420,3.7,2009,230
Motorola,MILESTONE XT720,Android,0.5,0.25,1390,3.7,2010,190
Motorola,XT720 MOTOROI,Android,0.5,0.25,1390,3.7,2010,250
Lenovo,A269i,Android,0.5,0.25,1300,3.5,2013,70
Motorola,Quench XT3 XT502,Android,0.5,0.25,1270,3.2,2010,170
Motorola,Quench XT5 XT502,Android,0.5,0.25,1270,3.2,2010,200
Gigabyte,GSmart G1310,Android,0.5,0.25,1260,3.2,2011,10
Huawei,U8510 IDEOS X3,Android,0.5,0.25,1200,3.2,2011,100
Acer,beTouch E400,Android,0.5,0.25,1090,3.2,2010,80
ZTE,Nova 3.5,Android,0.5,0.25,,3.5,2012,
Icemobile,Shine,Android,0.5,0.25,,3.2,2011,
Motorola,XT810,Android,0.5,0.25,,3.2,2010,
Motorola,A1680,Android,0.5,0.25,,3.1,2010,
T-Mobile,myTouch 3G 1.2,Android,0.5,0.25,,3.2,2011,
Plum,Velocity,Android,0.5,0.25,800,2.6,2011,
BLU,Energy JR,Android,0.5,0.25,3000,4,2016,
Huawei,Ascend Y210D,Android,0.5,0.25,1700,3.5,2013,70
NIU,Niutek 4.5D,Android,0.5,0.25,1650,4.5,2013,
Micromax,A47 Bolt,Android,0.5,0.25,1600,4,2014,50
Gigabyte,GSmart,Android,0.5,0.25,1500,2.8,2014,
LG,C710 Aloha,Android,0.5,0.25,1500,3.2,2014,
Lava,Iris 356,Android,0.5,0.25,1500,3.5,2014,
Micromax,A61 Bolt,Android,0.5,0.25,1500,4,2013,60
Lava,Iris 401e,Android,0.5,0.25,1500,4,2013,50
Plum,Glow,Android,0.5,0.25,1500,3.5,2013,
NIU,Niutek 4.0D,Android,0.5,0.25,1500,4,2013,
Lava,3G 402,Android,0.5,0.25,1500,4,2013,60
BLU,Dash Music,Android,0.5,0.25,1500,3.5,2013,80
Allview,A4ALL,Android,0.5,0.25,1500,3.5,2013,70
Micromax,Bolt A51,Android,0.5,0.25,1500,3.5,2013,70
Huawei,U8520 Duplex,Android,0.5,0.25,1500,3.2,2011,110
LG,Optimus Pro C660,Android,0.5,0.25,1500,2.8,2011,70
LG,Axis,Android,0.5,0.25,1500,3.2,2011,70
Acer,beTouch T500,Android,0.5,0.25,1500,3.2,2010,70
LG,Apex,Android,0.5,0.25,1500,3.2,2010,
Acer,beTouch E120,Android,0.5,0.25,1500,2.8,2010,70
Samsung,I5801 Galaxy Apollo,Android,0.5,0.25,1500,3.2,2010,140
Samsung,I5800 Galaxy 3,Android,0.5,0.25,1500,3.2,2010,140
Acer,beTouch E130,Android,0.5,0.25,1500,2.6,2010,90
LG,GW880,Android,0.5,0.25,1500,3.5,2009,180
Micromax,A36 Bolt,Android,0.5,0.25,1500,4,2014,50
Micromax,A28 Bolt,Android,0.5,0.25,1500,3.5,2014,40
Micromax,A59 Bolt,Android,0.5,0.25,1500,3.5,2014,50
Gionee,Pioneer P1,Android,0.5,0.25,1500,3.5,2013,60
Motorola,Motosmart Me XT303,Android,0.5,0.25,1500,3.2,2012,160
Lenovo,A60+,Android,0.5,0.25,1500,3.5,2012,70
Lava,Iris 401,Android,0.5,0.25,1450,4,2015,
BLU,Dash Music JR,Android,0.5,0.25,1450,4,2014,
Maxwest,Android 320,Android,0.5,0.25,1450,3.5,2013,
BLU,Magic,Android,0.5,0.25,1450,3.2,2011,110
Motorola,MOTO XT316,Android,0.5,0.25,1420,2.8,2011,50
Motorola,SPICE Key XT317,Android,0.5,0.25,1420,2.8,2011,100
Motorola,SPICE Key,Android,0.5,0.25,1420,2.8,2011,100
Motorola,FIRE XT311,Android,0.5,0.25,1420,2.8,2011,120
Lava,Flair E2,Android,0.5,0.25,1400,3.5,2015,
Lava,Iris Atom X,Android,0.5,0.25,1400,4,2015,
Lava,Flair P1i,Android,0.5,0.25,1400,4,2015,
Lava,Iris 350,Android,0.5,0.25,1400,3.5,2015,
Lava,Iris 325 Style,Android,0.5,0.25,1400,3.5,2015,
Maxwest,Astro 3.5,Android,0.5,0.25,1400,3.5,2015,
ZTE,Kis 3,Android,0.5,0.25,1400,4,2014,60
Lava,Iris 349S,Android,0.5,0.25,1400,3.5,2013,40
Lava,Iris 349+,Android,0.5,0.25,1400,3.5,2013,40
alcatel,One Touch T'Pop,Android,0.5,0.25,1400,3.5,2013,100
NIU,Niutek 3.5D,Android,0.5,0.25,1400,3.5,2013,
Huawei,Fusion U8652,Android,0.5,0.25,1400,3.5,2012,80
Micromax,A56,Android,0.5,0.25,1400,3.5,2012,80
Allview,P2 AllDro,Android,0.5,0.25,1400,3.5,2012,80
ZTE,Kis V788,Android,0.5,0.25,1400,3.5,2012,160
Huawei,Ascend II,Android,0.5,0.25,1400,3.5,2011,100
Huawei,U8650 Sonic,Android,0.5,0.25,1400,3.5,2011,70
Motorola,BACKFLIP,Android,0.5,0.25,1400,3.1,2010,150
Celkon,A35k,Android,0.5,0.25,1400,3.5,2014,40
Motorola,MOTO XT702,Android,0.5,0.25,1390,3.7,2009,150
Motorola,XT319,Android,0.5,0.25,1390,3.2,2011,130
Motorola,MOTO MT620,Android,0.5,0.25,1390,3.1,2011,120
Plum,Sync 3.5,Android,0.5,0.25,1350,3.5,2014,
Plum,Trigger,Android,0.5,0.25,1350,3.5,2013,
Huawei,Ascend Y220,Android,0.5,0.25,1350,3.5,2013,60
Acer,Liquid,Android,0.5,0.25,1350,3.5,2009,90
Plum,Trigger Z104,Android,0.5,0.25,1350,3.5,2013,
Parla,Sonic 3.5S,Android,0.5,0.25,1300,3.5,2015,
Plum,Sync 4.0b,Android,0.5,0.25,1300,4,2015,
Plum,Trigger Plus III,Android,0.5,0.25,1300,3.5,2015,
Yezz,Andy 3.5EH,Android,0.5,0.25,1300,3.5,2014,
Maxwest,Android 330,Android,0.5,0.25,1300,3.5,2014,
BLU,Neo 3.5,Android,0.5,0.25,1300,3.5,2014,70
NIU,Niutek 3.5B,Android,0.5,0.25,1300,3.5,2013,
alcatel,One Touch Pixi,Android,0.5,0.25,1300,3.5,2013,50
BLU,Dash 3.5,Android,0.5,0.25,1300,3.5,2012,70
alcatel,OT-985,Android,0.5,0.25,1300,3.5,2012,110
alcatel,OT-918D,Android,0.5,0.25,1300,3.2,2011,130
alcatel,OT-918,Android,0.5,0.25,1300,3.2,2011,100
Acer,beTouch E210,Android,0.5,0.25,1300,2.6,2011,150
Acer,beTouch E140,Android,0.5,0.25,1300,2.8,2010,110
Micromax,A73,Android,0.5,0.25,1300,3.5,2011,90
Micromax,A25,Android,0.5,0.25,1280,2.8,2012,50
BLU,Dash 3.2,Android,0.5,0.25,1280,3.2,2012,70
Gigabyte,GSmart G1315 Skate,Android,0.5,0.25,1260,3.5,2011,
Gigabyte,GSmart G1317 Rola,Android,0.5,0.25,1260,3.2,2010,130
Huawei,Ascend Y200,Android,0.5,0.25,1250,3.5,2012,110
Dell,XCD35,Android,0.5,0.25,1250,3.5,2010,280
Plum,Sync 4.0,Android,0.5,0.25,1200,4,2014,
ZTE,Kis III V790,Android,0.5,0.25,1200,3.5,2012,100
Plum,Capacity,Android,0.5,0.25,1200,3.5,2012,
Yezz,Andy 3G 3.5 YZ1110,Android,0.5,0.25,1200,3.5,2012,
Huawei,U8180 IDEOS X1,Android,0.5,0.25,1200,2.8,2011,70
Huawei,U8150 IDEOS,Android,0.5,0.25,1200,2.8,2010,60
BLU,Tango,Android,0.5,0.25,1200,2.8,2010,100
Huawei,U8350 Boulder,Android,0.5,0.25,1200,2.6,2011,90
Motorola,SPICE XT300,Android,0.5,0.25,1170,3,2010,170
Motorola,XT301,Android,0.5,0.25,1170,3,2010,170
Samsung,M580 Replenish,Android,0.5,0.25,1160,2.8,2011,80
Motorola,CITRUS WX445,Android,0.5,0.25,1150,3,2010,90
Huawei,U8500 IDEOS X2,Android,0.5,0.25,1150,3.2,2010,90
Motorola,A1260,Android,0.5,0.25,1130,3,2010,
BLU,Dash,Android,0.5,0.25,1110,2.8,2011,70
Lava,Iris 348,Android,0.5,0.25,1100,3.5,2015,
Plum,Sync,Android,0.5,0.25,1100,3.5,2013,
HTC,Tattoo,Android,0.5,0.25,1100,2.8,2009,60
Huawei,Ascend Y100,Android,0.5,0.25,1050,2.8,2012,70
Icemobile,Crystal,Android,0.5,0.25,1050,3.5,2011,
BLU,Dash JR,Android,0.5,0.25,1000,3.5,2013,40
Yezz,Andy 3G 2.8 YZ11,Android,0.5,0.25,1000,2.8,2012,
Plum,Wicked,Android,0.5,0.25,1000,2.8,2012,
Spice,Mi-720,Android,0.5,0.25,4200,7,2011,170
Posh,Primo Plus C353,Android,0.5,0.25,1300,3.5,2015,
Posh,Orion Mini S350,Android,0.5,0.25,1200,3.5,2014,
Lava,A32,Android,0.5,0.25,1500,4,2016,
Spice,Mi-349 Smart Flo Edge,Android,0.5,0.25,1500,3.5,2013,40
Celkon,A63,Android,0.5,0.25,1500,4,2013,50
Celkon,A21,Android,0.5,0.25,1500,4,2014,60
verykool,s4002 Leo,Android,0.5,0.25,1450,4,2015,50
Spice,Smart Flo 358 (Mi-358),Android,0.5,0.25,1450,3.5,2014,
Celkon,A407,Android,0.5,0.25,1400,4,2015,
Celkon,A35k Remote,Android,0.5,0.25,1400,3.5,2015,
Spice,Stellar 361 (Mi-361),Android,0.5,0.25,1400,3.5,2014,
Spice,Smart Flo 359 (Mi-359),Android,0.5,0.25,1400,3.5,2014,
Spice,Mi-423 Smart Flo Ivory 2,Android,0.5,0.25,1400,4,2013,50
Celkon,A15,Android,0.5,0.25,1400,3.5,2013,50
Karbonn,A3,Android,0.5,0.25,1400,4,2013,70
Celkon,A60,Android,0.5,0.25,1400,4.5,2013,
Celkon,A64,Android,0.5,0.25,1400,4,2014,
Celkon,A9+,Android,0.5,0.25,1350,3.5,2013,
Celkon,A9 Dual,Android,0.5,0.25,1350,3.5,2014,
Celkon,A359,Android,0.5,0.25,1200,3.5,2015,
Celkon,A355,Android,0.5,0.25,1200,3.5,2015,
Unnecto,Drone Z,Android,0.5,0.25,1200,3.5,2014,
Karbonn,A5,Android,0.5,0.25,1200,3.2,2013,50
Celkon,A85,Android,0.5,0.25,1200,3.5,2012,60
Unnecto,Drone XL,Android,0.5,0.25,1100,3.5,2015,
Unnecto,Drone X,Android,0.5,0.25,1100,3.5,2015,
Posh,Pegasus Plus C351,Android,0.5,0.25,1100,3.5,2014,
verykool,s3501 Lynx,Android,0.5,0.25,1000,3.5,2014,
Motorola,MOTO MT716,Android,0.5,0.5,1380,3.7,2010,180
BlackBerry,Curve 9380,BlackBerry,0.5,0.5,,3.2,2011,120
Motorola,Motoluxe XT389,Android,0.5,0.5,,3.5,2012,110
Motorola,ATRIX TV XT687,Android,0.5,0.5,,4,2012,210
Motorola,XT390,Android,0.5,0.5,,3.5,2012,210
Acer,Liquid Express E320,Android,0.5,0.5,,3.5,2011,90
BLU,Studio 5.3,Android,0.5,0.5,2500,5.3,2011,170
Icemobile,Prime,Android,0.5,0.5,2200,5.2,2012,
Allview,P3 AllDro,Android,0.5,0.5,1900,4.1,2012,100
ZTE,Avail,Android,0.5,0.5,1800,3.5,2011,330
Motorola,Defy Mini XT321,Android,0.5,0.5,1650,3.2,2012,160
NIU,Niutek 3G 4.0 N309,Android,0.5,0.5,1650,4,2012,150
Yezz,Andy 3G 4.0 YZ1120,Android,0.5,0.5,1650,4,2012,
Motorola,Defy Mini XT320,Android,0.5,0.5,1650,3.2,2012,160
Motorola,Motosmart Flip XT611,Android,0.5,0.5,1540,3.2,2012,150
Motorola,FIRE XT,Android,0.5,0.5,1540,3.5,2011,100
HTC,Salsa,Android,0.5,0.5,1520,3.4,2011,130
Lava,3G 412,Android,0.5,0.5,1500,4,2014,
Lenovo,A690,Android,0.5,0.5,1500,4,2013,90
T-Mobile,Concord,Android,0.5,0.5,1500,3.5,2012,80
LG,Optimus Hub E510,Android,0.5,0.5,1500,3.5,2011,80
Gigabyte,GSmart G1345,Android,0.5,0.5,1500,3.5,2011,
LG,Optimus Slider,Android,0.5,0.5,1500,3.2,2011,90
LG,Optimus Net,Android,0.5,0.5,1500,3.2,2011,80
Motorola,XT532,Android,0.5,0.5,1500,3.5,2011,70
Samsung,M920 Transform,Android,0.5,0.5,1500,3.5,2010,120
Acer,Liquid mt,Android,0.5,0.5,1500,3.6,2010,70
Samsung,Epic 4G,Android,0.5,0.5,1500,4,2010,200
Kyocera,Milano C5121,Android,0.5,0.5,1490,3,2011,
Kyocera,Milano C5120,Android,0.5,0.5,1490,3,2011,
BlackBerry,Curve 9220,BlackBerry,0.5,0.5,1450,2.44,2012,80
Lava,Iris 402e,Android,0.5,0.5,1450,4,2014,
BlackBerry,9720,BlackBerry,0.5,0.5,1450,2.8,2013,130
BlackBerry,Curve 9320,BlackBerry,0.5,0.5,1450,2.44,2012,110
Huawei,Summit,Android,0.5,0.5,1400,3.5,2012,100
HTC,Google Nexus One,Android,0.5,0.5,1400,3.7,2010,120
Motorola,XT806,Android,0.5,0.5,1380,3.2,2010,
Acer,Liquid E,Android,0.5,0.5,1350,3.5,2010,90
Dell,Flash,Android,0.5,0.5,1300,3.5,2009,
Maxwest,Orbit 330G,Android,0.5,0.5,1300,3.5,2014,
Parla,Sonic 3.5,Android,0.5,0.5,1300,3.5,2013,
alcatel,OT-983,Android,0.5,0.5,1300,3.5,2012,50
Acer,Liquid mini E310,Android,0.5,0.5,1300,3.2,2011,120
T-Mobile,myTouch 3G Slide,Android,0.5,0.5,1300,3.4,2010,330
Orange,San Francisco,Android,0.5,0.5,1250,3.5,2011,
ZTE,FTV Phone,Android,0.5,0.5,1250,3.5,2011,
HTC,Status,Android,0.5,0.5,1250,2.6,2011,70
HTC,ChaCha,Android,0.5,0.5,1250,2.6,2011,70
ZTE,Blade,Android,0.5,0.5,1250,3.5,2010,170
HTC,Explorer,Android,0.5,0.5,1230,3.2,2011,70
HTC,Wildfire S,Android,0.5,0.5,1230,3.2,2011,100
Lava,Iris 350m,Android,0.5,0.5,1200,3.5,2014,
Icemobile,Apollo Touch 3G,Android,0.5,0.5,1200,3.5,2014,
Icemobile,Apollo 3G,Android,0.5,0.5,1200,2.6,2014,
Plum,Velocity II,Android,0.5,0.5,1200,2.6,2013,
ZTE,Blade II V880+,Android,0.5,0.5,1200,3.5,2012,230
Huawei,T8300,Android,0.5,0.5,1200,3.2,2011,110
Motorola,FLIPSIDE MB508,Android,0.5,0.5,1170,3.1,2010,170
verykool,s351,Android,0.5,0.5,1150,3.5,2014,
BlackBerry,Curve 3G 9330,BlackBerry,0.5,0.5,1150,2.46,2010,50
Motorola,MT810lx,Android,0.5,0.5,1140,3.2,2010,
Motorola,FlipOut,Android,0.5,0.5,1130,2.8,2010,90
Motorola,CHARM,Android,0.5,0.5,1130,2.8,2010,150
BlackBerry,Curve 9360,BlackBerry,0.5,0.5,1000,2.44,2011,90
BlackBerry,Curve 9350,BlackBerry,0.5,0.5,1000,2.44,2011,50
BLU,Touch Book 7.0,Android,0.5,0.5,4250,7,2011,120
BLU,Touch Book 7.0 Plus,Android,0.5,0.5,3500,7,2012,70
ZTE,Light Tab V9C,Android,0.5,0.5,3400,7,2011,
ZTE,V9,Android,0.5,0.5,3400,7,2010,170
Celkon,A107,Android,0.5,0.5,2100,5,2013,
Celkon,A105,Android,0.5,0.5,2100,5,2013,
QMobile,Noir A115 ATV,Android,0.5,0.5,1700,3.97,2014,60
Celkon,A69,Android,0.5,0.5,1500,4,2013,
Celkon,A87,Android,0.5,0.5,1450,4,2013,70
Celkon,A86,Android,0.5,0.5,1400,3.5,2013,
Karbonn,A10,Android,0.5,0.5,1400,3.9,2013,70
Celkon,A67,Android,0.5,0.5,1350,3.2,2013,
QMobile,Noir A110,Android,0.5,0.5,1300,3.5,2014,60
alcatel,OT-978,Android,0.5,,,4,2012,210
Spice,Mi-502 Smartflo Pace2,Android,0.5,,2100,5,2013,100
Philips,W632,Android,0.5,,2100,3.8,2012,
Philips,W820,Android,0.5,,2100,3.2,2012,
Philips,D822,Android,0.5,,2000,3.5,2012,
Philips,W6350,Android,0.5,,1630,4,2012,
Philips,T539,Android,0.5,,1630,4.3,2012,
Philips,W635,Android,0.5,,1630,4,2012,460
Karbonn,A9,Android,0.5,,1600,3.8,2012,110
T-Mobile,Vivacity,Android,0.5,,1500,3.5,2011,170
T-Mobile,Prism,Android,0.5,,1400,3.5,2012,170
BlackBerry,Bold 9650,BlackBerry,0.5,,1400,2.44,2010,60
Philips,W337,Android,0.5,,1350,3.2,2012,
Samsung,Galaxy Y Pro Duos B5512,Android,0.5,,1350,2.6,2011,120
iNQ,Cloud Touch,Android,0.5,,1300,3.5,2011,380
Samsung,Galaxy Y Duos S6102,Android,0.5,,1300,3.14,2011,80
ZTE,Score,Android,0.5,,1200,3.5,2011,90
BlackBerry,Style 9670,BlackBerry,0.5,,1150,,2010,50
Motorola,DEXT MB220,Android,1,0.25,1420,3.1,2009,130
Nokia,X7-00,Symbian,1,0.25,1200,4,2011,180
Motorola,DROID X ME811,Android,1,0.5,1540,4.3,2011,150
Sony,Xperia neo L,Android,1,0.5,1500,4,2012,150
Sony Ericsson,Xperia pro,Android,1,0.5,1500,3.7,2011,190
Sony Ericsson,Xperia Arc S,Android,1,0.5,1500,4.2,2011,210
Sony Ericsson,Xperia neo V,Android,1,0.5,1500,3.7,2011,150
Motorola,XT800 ZHISHANG,Android,1,0.5,1390,3.7,2009,230
BlackBerry,Curve Touch,BlackBerry,1,0.5,,3.25,2014,
BlackBerry,Curve Touch CDMA,BlackBerry,1,0.5,,3.25,2014,
Plum,Might,Android,1,0.5,2500,5.3,2012,
Motorola,ATRIX TV XT682,Android,1,0.5,1700,4,2012,230
Motorola,DEFY XT535,Android,1,0.5,1650,3.7,2012,130
Motorola,DEFY XT XT556,Android,1,0.5,1650,3.7,2012,160
Samsung,Galaxy S 4G T959,Android,1,0.5,1650,4,2011,120
BLU,Elite 3.8,Android,1,0.5,1600,3.8,2012,130
ZTE,Groove X501,Android,1,0.5,1500,3.2,2012,100
Gigabyte,GSmart G1355,Android,1,0.5,1500,4.3,2012,190
Samsung,Exhibit II 4G T679,Android,1,0.5,1500,3.7,2011,100
T-Mobile,Sidekick 4G,Android,1,0.5,1500,3.5,2011,310
Samsung,Exhibit 4G,Android,1,0.5,1500,3.5,2011,200
Sony Ericsson,Xperia ray,Android,1,0.5,1500,3.3,2011,170
Samsung,Conquer 4G,Android,1,0.5,1500,3.5,2011,90
Pantech,Breakout,Android,1,0.5,1500,4,2011,
HTC,Evo 4G,Android,1,0.5,1500,4.3,2010,90
Gigabyte,GSmart G1342 Houston,Android,1,0.5,1500,3.5,2011,
Casio,G'zOne Commando,Android,1,0.5,1460,3.6,2011,300
Motorola,Cliq 2,Android,1,0.5,1420,3.7,2011,200
alcatel,OT-988 Shockwave,Android,1,0.5,1400,3.5,2012,380
Motorola,Motoluxe,Android,1,0.5,1400,4,2012,180
Dell,Venue,Android,1,0.5,1400,4.1,2010,390
Motorola,Motoluxe MT680,Android,1,0.5,1390,4,2012,100
Motorola,MOTO XT615,Android,1,0.5,1390,4,2011,120
Kyocera,Echo,Android,1,0.5,1370,3.5,2011,350
Acer,Liquid Glow E330,Android,1,0.5,1300,3.7,2012,120
Vodafone,V860 Smart II,Android,1,0.5,1200,3.2,2012,70
Sony Ericsson,Xperia active,Android,1,0.5,1200,3,2011,170
BlackBerry,Curve 9370,BlackBerry,1,0.5,1000,2.44,2011,90
Karbonn,Smart Tab 7,Android,1,0.5,3700,8,2012,80
Karbonn,Smart Tab2,Android,1,0.5,3700,7,2012,70
HTC,Sensation,Android,1,0.75,1520,4.3,2011,120
HTC,Sensation 4G,Android,1,0.75,1520,4.3,2011,210
HTC,EVO 3D,Android,1,1,1730,4.3,2011,150
Samsung,Galaxy Proclaim S720C,Android,1,,1500,3.5,2012,80
HTC,Incredible S,Android,1.1,0.75,1450,4,2011,190
HTC,Desire S,Android,1.1,0.75,1450,3.7,2011,100
HTC,DROID Incredible 2,Android,1.1,0.75,1450,4,2011,100
Samsung,Galaxy S Lightray 4G R940,Android,1.4,,1600,4.3,2012,100
HTC,Desire Z,Android,1.5,0.5,1300,3.7,2010,100
HTC,Desire HD,Android,1.5,0.75,1230,4.3,2010,150
Karbonn,Smart Tab 10,Android,1.5,1,6000,9.7,2012,140
Karbonn,Smart Tab 8,Android,1.5,1,4500,8,2012,100
Lava,3G 354,Android,2,0.25,1400,3.5,2014,
Lava,Iris 310 Style,Android,2,0.25,1400,3.5,2014,
Lava,Iris 404e,Android,2,0.25,1400,4,2013,50
NIU,Niutek 3.5D2,Android,2,0.25,1200,3.5,2014,
Lava,Iris 352 Flair,Android,2,0.25,1200,3.5,2014,
Nokia,500,Symbian,2,0.25,1110,3.2,2011,110
Plum,Trigger Plus,Android,2,0.25,1100,3.5,2014,
Motorola,DEFY+,Android,2,0.5,1700,3.7,2011,170
Motorola,DEFY,Android,2,0.5,1540,3.7,2010,110
Nokia,603,Symbian,2,0.5,,3.5,2011,100
Motorola,BRAVO MB520,Android,2,0.5,1540,3.7,2010,150
Kyocera,Hydro C5170,Android,2,0.5,1500,3.5,2012,
Kyocera,Rise C5155,Android,2,0.5,1500,3.5,2012,
alcatel,OT-995,Android,2,0.5,1500,4.3,2012,220
LG,DoublePlay,Android,2,0.5,1500,3.5,2011,70
T-Mobile,myTouch Q,Android,2,0.5,1500,3.5,2011,190
T-Mobile,myTouch,Android,2,0.5,1500,3.8,2011,190
Samsung,I110 Illusion,Android,2,0.5,1500,3.5,2011,70
LG,Optimus Black (White version),Android,2,0.5,1500,4,2011,140
HTC,EVO Shift 4G,Android,2,0.5,1500,3.6,2011,120
LG,Optimus Black P970,Android,2,0.5,1500,4,2011,110
LG,Optimus Sol E730,Android,2,0.5,1500,3.8,2011,110
Samsung,Galaxy W I8150,Android,2,0.5,1500,3.7,2011,160
Samsung,Mesmerize i500,Android,2,0.5,1500,4,2010,100
Motorola,MOTO ME525,Android,2,0.5,1500,3.7,2010,150
Micromax,A89 Ninja,Android,2,0.5,1450,3.97,2013,90
Motorola,DROID PRO XT610,Android,2,0.5,1420,3.1,2010,110
Motorola,Triumph,Android,2,0.5,1400,4.1,2011,210
HTC,Merge,Android,2,0.5,1400,3.8,2011,160
Acer,Stream,Android,2,0.5,1400,3.7,2010,130
Huawei,U9000 IDEOS X6,Android,2,0.5,1400,4.1,2010,90
Sharp,Aquos SH80F,Android,2,0.5,1240,4.2,2011,470
Sharp,Aquos SH8298U,Android,2,0.5,1240,4.2,2011,
Karbonn,Smart Tab 9,Android,2,0.5,4000,9,2012,90
Huawei,U8850 Vision,Android,2,0.5,1400,3.7,2011,80
Samsung,Galaxy Rush M830,Android,2,0.75,1750,3.5,2012,100
Motorola,XT760,Android,2,0.75,1650,4,2012,150
LG,Optimus 4G LTE P935,Android,2,1,1830,4.5,2011,220
Nokia,700,Symbian,2,1,1080,3.2,2011,140
Samsung,Fascinate,Android,2,,1500,4,2010,120
Micromax,Ninja A91,Android,2,,,4.5,2013,120
Philips,W732,Android,2,,2400,4.3,2012,
Motorola,XPRT MB612,Android,2,,1860,3.1,2011,140
verykool,RS90,Android,2,,1800,4.5,2013,
Samsung,Droid Charge I510,Android,2,,1600,4.3,2011,130
Samsung,R680 Repp,Android,2,,1500,3.2,2011,70
BlackBerry,Storm2 9520,BlackBerry,2,,1400,3.25,2009,70
BlackBerry,Storm2 9550,BlackBerry,2,,1400,3.25,2009,70
Nokia,600,Symbian,2,,1200,3.2,2011,240
Samsung,Galaxy Tab 4G LTE,Android,2,,4000,7,2011,240
Samsung,Galaxy Tab CDMA P100,Android,2,,4000,7,2010,150
Micromax,Funbook 3G P600,Android,2,,3000,7,2013,130
Micromax,Funbook Talk P360,Android,2,,3000,7,2013,100
Micromax,Funbook 3G P560,Android,2.5,,3000,7,2013,120
Samsung,Galaxy Ace Duos S6802,Android,3,0.5,1300,3.5,2012,120
Samsung,Galaxy Ace Plus S7500,Android,3,0.5,1300,3.65,2012,120
Samsung,Galaxy S Blaze 4G T769,Android,3,1,1750,3.97,2012,140
alcatel,OT-993,Android,3,,1500,4,2012,150
LG,Optimus Q LU2300,Android,3,,1500,3.5,2010,70
Samsung,Galaxy Pocket S5300,Android,3,,1200,2.8,2012,80
Samsung,Galaxy Pocket Duos S5302,Android,3,,1200,2.8,2012,90
Motorola,MT710 ZHILING,Android,4,0.25,1140,3.7,2009,230
Nokia,Lumia 510,Windows Phone,4,0.25,1300,4,2012,110
Nokia,Lumia 505,Windows Phone,4,0.25,1300,3.7,2012,140
Garmin-Asus,nuvifone A50,Android,4,0.25,1150,3.5,2010,
T-Mobile,Garminfone,Android,4,0.25,1150,3.5,2010,340
BLU,Energy Diamond Mini,Android,4,0.5,3000,4,2016,
NIU,Andy C5.5E2I,Android,4,0.5,3000,5.5,2015,
XOLO,A1010,Android,4,0.5,2500,5,2015,80
Prestigio,MultiPhone 4055 Duo,Android,4,0.5,2500,4,2013,120
Yezz,Andy A6M,Android,4,0.5,2400,6,2013,
Lenovo,A3900,Android,4,0.5,2300,5,2015,70
BLU,Diamond M,Android,4,0.5,2200,5,2016,
Prestigio,MultiPhone 5000 Duo,Android,4,0.5,2200,5,2013,150
Plum,Gator Plus II,Android,4,0.5,2100,3.5,2015,
BLU,Dash G,Android,4,0.5,2000,5,2016,
BLU,Neo X,Android,4,0.5,2000,5,2016,
BLU,Dash M2,Android,4,0.5,2000,5,2016,
Lava,Iris 506Q,Android,4,0.5,2000,5,2013,110
Lenovo,A516,Android,4,0.5,2000,4.5,2013,110
Lava,Iris 505,Android,4,0.5,2000,5,2013,100
